route_long_name,route_short_name,agency_id,route_type,route_id
Depot-38 Gate ⇔ Rachammanahalli,360-S D38G-ANK-RMH,1,3,2t0
Depot-38 Gate ⇔ Samanduru,360-S D38G-SMDR,1,3,1fl
Depot-38 Gate ⇔ Sarjapura,328-H D38G-CPR-ATB-SJP,1,3,b2
Depot-39 Gate ⇔ Kadugodi Metro Station,MF-1K D39G-KDGMS,1,3,wf
Depot-39 Gate ⇔ Naduvatti,317-V D39G-NDV,1,3,306
Depot-39 Hoskote ⇔ Depot-39 Gate,D39-D39G,1,3,2os
Depot-39 Hoskote ⇔ Hosakote Bus Stand (Old),D39-HSK,1,3,30a
Depot-39 Hoskote ⇔ Hosakote Bus Stand (Old),D39G-HSK,1,3,xd
Depot-39 Hoskote ⇔ Hosakote Bus Station (TTMC),D39-HSKTTMC,1,3,1de
Depot-40 Dasanapura ⇔ Dasanapura,D40-DSP,1,3,pl
Depot-40 Dasanapura ⇔ Depot-40 Gate,D40-D40G,1,3,18o
Depot-41 Gate ⇔ Attibele Bus Stand,328-H D41G-ATB,1,3,2sm
Depot-41 Gate ⇔ Balagere,332 D41G-BLG,1,3,21l
Depot-41 Gate ⇔ Banarahalli,306-F D41G-BRH,1,3,2cn
Depot-41 Gate ⇔ Bellikere,329-E D41G-BLK,1,3,rl
Depot-41 Gate ⇔ Bhoganahalli,327-E D41G-BGH,1,3,2a9
Depot-41 Gate ⇔ Chikka Thirupathi,500-CF D41G-SJP-CKT,1,3,1px
Depot-41 Gate ⇔ Chikka Thirupathi,D41G-CKTP,1,3,2ri
Depot-41 Gate ⇔ Dinnur,319-J D41G-DNR,1,3,14m
Depot-41 Gate ⇔ Hagaduru,D41G-HGR,1,3,2ue
Depot-41 Gate ⇔ Harohalli,325 D41G-HRHL,1,3,w6
Depot-41 Gate ⇔ Head Start School Kommasandra,328-H D41G-HSS,1,3,2ul
Depot-41 Gate ⇔ Hebbala Bridge,506-A D41G-HBL,1,3,f6
Depot-41 Gate ⇔ Hosa Road,505 D41G-HSRD,1,3,154
Depot-41 Gate ⇔ Hosakote Bus Stand (Old),328-H D41G-HSK,1,3,2oe
Depot-41 Gate ⇔ KR Market,323 D41G-HAL-KMT,1,3,2nq
Depot-41 Gate ⇔ Kadugodi Bus Station,328-H D41G-KDG,1,3,2d4
Depot-41 Gate ⇔ Kempapura,D41G-KMP,1,3,255
Depot-41 Gate ⇔ Kotur,329-C D41G-KTR,1,3,fg
Depot-41 Gate ⇔ Kuguru,323-B D41G-KGR,1,3,1ph
Depot-41 Gate ⇔ Mandur,328-HE D41G-MDR,1,3,1h4
Depot-41 Gate ⇔ Marasandra,306-L D41G-MSD,1,3,1kv
Depot-41 Gate ⇔ Munnekolalu,333-H D41G-MKO,1,3,2ej
Depot-41 Gate ⇔ Muthsandra,329 D41G-MTS,1,3,1x7
Depot-41 Gate ⇔ Nagondanahalli,324 NGH-D41G,1,3,226
Depot-41 Gate ⇔ Nerige,323-F D41G-NRG,1,3,1ju
Depot-41 Gate ⇔ Panathuru Dinne,327-B D41G-PND,1,3,2q2
Depot-41 Gate ⇔ Ramanayakanahalli,323-G D41G-RMN,1,3,1s
Depot-41 Gate ⇔ Seetharampalya,333-N D41G-SRP,1,3,h4
Depot-41 Gate ⇔ Valepura,328-E D41G-VLP,1,3,18f
Depot-41 Gunjuru ⇔ Depot-41 Gate,D41-D41G,1,3,lx
Depot-41 Gunjuru ⇔ Gunjuru,D41-GNJR,1,3,1l4
Depot-42 Gate Departure ⇔ Anekal,399-F D42G-HUK-ANK,1,3,15i
Depot-42 Gate Departure ⇔ Belenus Hospital Near Carmelram Gate,342-H D42-BLH,1,3,n0
Depot-42 Gate Departure ⇔ Bikkana Hosahalli,342G D42G-BHH,1,3,1ht
Depot-42 Gate Departure ⇔ Carmelram Gate,D42-CRG,1,3,sp
Depot-42 Gate Departure ⇔ Central Silk Board,500-CS D42G-CSB,1,3,2th
Depot-42 Gate Departure ⇔ Head Start School Kommasandra,D42G-HSS,1,3,x5
Depot-42 Gate Departure ⇔ Hosakote Bus Stand (Old),328-H D42G-HSK,1,3,2y
Depot-42 Gate Departure ⇔ KR Market (Kalasipalya),342-Q KMT-D42G,1,3,1zh
Depot-42 Gate Departure ⇔ Muttanalluru,342-B D42G-MTN,1,3,2gt
Depot-42 Gate Departure ⇔ PES College Hostel Kasavanahalli,D42G-PESK,1,3,2pf
Depot-42 Gate Departure ⇔ Sarjapura,342 D42G-SJP,1,3,te
Depot-42 Gate Departure ⇔ Valagere Kallahalli,342-J D42G-VGK,1,3,1ly
Depot-42 Gate Departure ⇔ Varthuru,342D D42G-VRT,1,3,1ub
Depot-42 Kodathi ⇔ Depot-42 Gate Departure,D42-D42G,1,3,1u3
Depot-43 Gate ⇔ Arishinakunte,D43G-ASK,1,3,2xp
Depot-43 Gate ⇔ Banashankari Bus Station,410-FD D43G-BSK,1,3,1v4
Depot-43 Gate ⇔ Gejjigadahalli,256-B D43G-GJH,1,3,2lw
Depot-43 Gate ⇔ Kadirenahalli,263-C D43G-KDH,1,3,2jp
Depot-43 Gate ⇔ Kanegowdanahalli,258-P D43G-KGN,1,3,2yg
Depot-43 Gate ⇔ Mylanahalli,258-E D43G-MYLH,1,3,cp
Depot-43 Gate ⇔ Nelamangala Bus Station,258 D43G-VNC-NMG,1,3,w2
Depot-43 Gate ⇔ Nelamangala Railway Station,258 D43G-NMGRS,1,3,15a
Depot-43 Gate ⇔ Ravuthanahalli,257-C D43G-RVH,1,3,1o9
Depot-43 Gate ⇔ Shivajinagara Bus Station,258-N SBS-D43G,1,3,2g0
Depot-43 Gate ⇔ Shivanapura,258-F D43G-SVP,1,3,2hb
Depot-43 Gate ⇔ Shivanapura,D43-SVP,1,3,1
Depot-43 Gate ⇔ Thore Hosapalya,256-MA D43G-TRHH,1,3,2tv
Depot-43 Gate ⇔ Thyamagondlu,258-M D43G-TMG,1,3,31h
Depot-43 Gate ⇔ Yelahanka Old Town,401-A D43G-YHKOT,1,3,3a
Depot-43 Shivanapura ⇔ Arishinakunte,D43-ASK,1,3,272
Depot-43 Shivanapura ⇔ Depot-43 Gate,D43-D43G,1,3,yq
Depot-43 Shivanapura ⇔ Vinayaka Nagara Cross,D43-VNC,1,3,1or
Depot-44 Anjanapura ⇔ Anjanapura 10 Block,D44-ANP10BLK,1,3,2ma
Depot-44 Anjanapura ⇔ Anjanapura 10th Block,D44-ANP10,1,3,1v
Depot-45 Gate ⇔ 5th Phase Yelahanka New Town,D45G-YSTF,1,3,nt
Depot-45 Gate ⇔ Atturu,D45-ATR,1,3,ul
Depot-45 Gate ⇔ BEML Factory,500-A D45-BEMLF,1,3,re
Depot-45 Gate ⇔ BEML Layout 5th stage,401-RC D45-BEML5,1,3,ps
Depot-45 Gate ⇔ Chikka Banavara,507-K D45-CKB,1,3,ev
Depot-45 Gate ⇔ Dodda Bettahalli,D45G-DBH,1,3,1ln
Depot-45 Gate ⇔ Hesaraghatta,266 D45G-SVK-HSG,1,3,1h8
Depot-45 Gate ⇔ Hesaraghatta,267-A D45G-HSG,1,3,5q
Depot-45 Gate ⇔ Hesaraghatta,D45G-HGV,1,3,1ji
Depot-45 Gate ⇔ Hosakote Bus Stand (Old),508 D45G-HSK,1,3,1zj
Depot-45 Gate ⇔ ITPL,502-G D45G-ITPL,1,3,h1
Depot-45 Gate ⇔ JK Basavanna Nagara,266-R D45-JKBN,1,3,q
Depot-45 Gate ⇔ Jalahalli Cross,D45G-CKB-JHC,1,3,2ce
Depot-45 Gate ⇔ Jalahalli Cross  Metro Station Departure,D45G-JHMS,1,3,2h3
Depot-45 Gate ⇔ Jalahalli Cross Metro Station Arrival,MF-23E D45-JHMS,1,3,2wc
Depot-45 Gate ⇔ Janapriya Greenwood Apartment,271-T D45-JGA,1,3,8z
Depot-45 Gate ⇔ KR Market,266 D45G-MSP-KMT,1,3,14i
Depot-45 Gate ⇔ KR Market,288 D45-TDL-KMT,1,3,25k
Depot-45 Gate ⇔ KR Pura Metro Station,D45G-KRPMS,1,3,215
Depot-45 Gate ⇔ Kakolu,266-C D45-KKL,1,3,2tp
Depot-45 Gate ⇔ Kempegowda Bus Station,276 D45-VRP-KBS,1,3,2uy
Depot-45 Gate ⇔ Kempegowda Bus Station,288-H D45-TDL-KBS,1,3,2o3
Depot-45 Gate ⇔ Kengeri Bus Station,401-K D45G-KGR,1,3,1jb
Depot-45 Gate ⇔ Kere Guddadahalli,266 D45-KGH,1,3,1gr
Depot-45 Gate ⇔ Kodigehalli Canara Bank Colony,288-G D45G-KDCB,1,3,yh
Depot-45 Gate ⇔ Kondashettyhalli,266-M D45-KDSH,1,3,mm
Depot-45 Gate ⇔ Kuduregere Madanayakanahalli,250-DT D45G-KDGC,1,3,ou
Depot-45 Gate ⇔ Laggere New Bus Stand,401-AC BMT45-LGR,1,3,1m5
Depot-45 Gate ⇔ Lakshmipura,266-T D45-LXP,1,3,278
Depot-45 Gate ⇔ Madappanahalli,266-K D45-MDPH,1,3,197
Depot-45 Gate ⇔ Madugirihalli,253 D45-JHC-MGH,1,3,1hl
Depot-45 Gate ⇔ Muthkur,266-A D45G-MKTR,1,3,1vi
Depot-45 Gate ⇔ Muthugadahalli Hostel,266-G D45-MTGHL,1,3,2dq
Depot-45 Gate ⇔ NCBS College,D45G-NCBS,1,3,rj
Depot-45 Gate ⇔ Shamarajapura,D45-SMRP,1,3,2dh
Depot-45 Gate ⇔ Shivajinagara Bus Station,290-EB D45-SBS,1,3,7j
Depot-45 Gate ⇔ Shivajinagara Bus Station,290-S D45G-TDL-SBS,1,3,233
Depot-45 Gate ⇔ Suvarna Karnataka Bus Stand,288-DA D45G-SKB,1,3,1f
Depot-45 Gate ⇔ Vidyaranyapura Bus Station,D45G-VRP,1,3,2lz
Depot-45 Gate ⇔ Virupakshapura,276-B D45G-VPP,1,3,30
Depot-45 Gate ⇔ Yalahanka Satellite Town,D45G-YST,1,3,c7
Depot-45 MS Palya ⇔ Depot-45 Gate,D45-D45G,1,3,1cv
Depot-45 MS Palya ⇔ MS Palya,D45-MSP,1,3,11q
Depot-46 Sadenahalli ⇔ Patalamma Temple,D46-PTML,1,3,i8
Depot-47 Gate ⇔ Bidarahalli Dargah,D47G-BDHD,1,3,318
Depot-47 Gate ⇔ Kammasandra,D47G-KMSD,1,3,2ig
Depot-47 Gate ⇔ Marasandra,D47G-MRSD,1,3,2o1
Depot-47 Manduru ⇔ Depot-47 Gate,D47-D47G,1,3,v
Depot-47 Manduru ⇔ Kammasandra,D47-KMS,1,3,2mg
Depot-47 Manduru ⇔ Kammasandra,D47-KMSD,1,3,18e
Depot-47 Manduru ⇔ Mandur,D47-MDR,1,3,2il
Depot-47 Manduru ⇔ Marasandra,D47-MRS,1,3,18n
Depot-48 Byrathibande ⇔ Byrathi Bande,D48-BYB,1,3,2cl
Depot-48 Gate ⇔ Anagalipura,294-D D48G-AGP,1,3,2bz
Depot-48 Gate ⇔ Bagalur,293-S D48G-BGLR,1,3,a3
Depot-48 Gate ⇔ K Narayanapura Main Bus Stand,286-F D48G-KNP,1,3,23v
Depot-48 Gate ⇔ Kempegowda Bus Station,293 D48G-KBS,1,3,1mk
Depot-49 Bidadi ⇔ Bidadi,D49-BDD,1,3,t6
Depot-50 Devanahalli ⇔ Devanahalli New Bus Station,D50-DVHNBS,1,3,1va
Depot-50 Devanahalli ⇔ Devanahalli Old Bus Stand,D50-DVHOBS,1,3,ky
Depot-51 Sadaramangala Departure ⇔ Kadugodi Bapuji Circle,D51G-KDGB,1,3,26a
Depot-51 Sadaramangala Departure ⇔ Kadugodi Bus Station,D51G-KDG,1,3,31c
Depot-51 Sadaramangala Departure ⇔ Kadugodi Bus Station,D51G-KDMS-KDG,1,3,2ia
Depot-51 Sadaramangala Departure ⇔ Varthur Kodi,D51G-VRKD,1,3,n7
Depot-51 Sadaramangala ⇔ Depot-51 Sadaramangala Departure,D51-D51G,1,3,194
Depot-52 Departure ⇔ Devanahalli New Bus Station,289-V D52-BLR-DVH,1,3,5
Depot-52 Departure ⇔ Hoovinayakanahalli,289-C D52G-HNH,1,3,1e1
Depot-52 Departure ⇔ Hunasuru,289-P D52G-HNS,1,3,o3
Depot-52 Departure ⇔ KR Market,293-SA D52G-KMT,1,3,15u
Depot-52 Departure ⇔ Kempegowda Bus Station,289-CB D52G-BLR-KBS,1,3,2ee
Depot-52 Departure ⇔ Kempegowda Bus Station,293-S D52G-KBS,1,3,h6
Depot-52 Departure ⇔ Maranayakanahalli,D52G-MRN,1,3,1w1
Depot-52 Departure ⇔ Yelahanka Old Town,282B D52G-VNC-YHKOT,1,3,2ji
Depot-52 Departure ⇔ Yelahanka Old Town,289-P D52G-YHKOT,1,3,1lr
Depot-52 Huttanahalli ⇔ Depot-52 Departure,D52-D52G,1,3,2g
Depot-9 ⇔ ISRO Quarters Jalahalli,D9-SRS-ISRQ,1,3,2u0
Depot-9 ⇔ Kongovi PVT LTD Peenya,D9-KVP,1,3,2py
Devaganahalli ⇔ Kempegowda Bus Station,297-B DVGH-KBS,1,3,es
Devanagondi ⇔ Hosakote Bus Stand (Old),306 DVG-HSK,1,3,1zp
Devanahalli New Bus Station ⇔ Doddaballapura Bus Stand,297-J DVH-DBP,1,3,z7
Devanahalli New Bus Station ⇔ Doddaballapura Bus Stand,298-V,1,3,f7
Devanahalli New Bus Station ⇔ Hosakote Bus Stand (Old),289-Y,1,3,1p3
Devanahalli New Bus Station ⇔ Hosakote Bus Stand (Old),298-P,1,3,gn
Devanahalli New Bus Station ⇔ Koyira,DVH-KDGK-KHR,1,3,1xd
Devanahalli New Bus Station ⇔ Vijayapura Bus Stand Jangamakote,298-M DVH-HRH-VJP,1,3,k3
Devanahalli New Bus Station ⇔ Vijayapura Bus Stand Jangamakote,298-MT,1,3,1dz
Devanahalli Old Bus Stand ⇔ Doddaballapura Bus Stand,297-M,1,3,l0
Devanahalli Old Bus Stand ⇔ Kempegowda Bus Station,298-M DVH-VSD-KBS,1,3,if
Devanahalli Old Bus Stand ⇔ MS Palya,401AM DVH-MSP,1,3,s2
Devanahalli Old Bus Stand ⇔ Peenya 2nd Stage,401-AM,1,3,9u
Devanahalli Old Bus Stand ⇔ Yelahanka Old Town,298-MY DVH-YHKOT,1,3,2fx
Devashettyhalli ⇔ Varthur Kodi,380-F DSH-HSK-VRKD,1,3,2bw
Dibbur ⇔ Kempegowda Bus Station,285-X DBR-KBS,1,3,30w
Dodda Basti ⇔ Kengeri Bus Station,223-D KGR-DBT,1,3,196
Dodda Basti ⇔ Shivajinagara Bus Station,223-A FLY,1,3,6j
Dodda Nekkundi ⇔ Depot-41 Gate,330-G DNV-D41G,1,3,31
Dodda Nekkundi ⇔ Dodda Nekkundi,CHAKRA-16A,1,3,3n
Dodda Nekkundi ⇔ Goraguntepalya,500-DP DNK-GGP,1,3,3y
Doddaballapura Bus Stand ⇔ Ghati Subramanya,285-MH,1,3,1hj
Doddaballapura Bus Stand ⇔ Kanasawadi,285-ME,1,3,2w3
Doddaballapura Bus Stand ⇔ Kempegowda Bus Station,285-MA -DBP-KBS,1,3,2nr
Doddaballapura Bus Stand ⇔ Vijayapura Bus Stand Jangamakote,298-W,1,3,a4
Doddakuntanahalli ⇔ Shivajinagara Bus Station,228-C DKH-SBS,1,3,2as
Domlur Marriad Accomodation ⇔ KR Market (Kalasipalya),327-B DMLA-KMT,1,3,1dt
Domlur Marriad Accomodation ⇔ Shivajinagara Bus Station,DMLMDA-SBS,1,3,26y
Dr BR Ambedkar Bus Terminal (Domlur) ⇔ Army Public School Kamaraja Road,DBS-APS,1,3,1oq
Dr BR Ambedkar Bus Terminal (Domlur) ⇔ Electronic City Wipro Main Gate,MF-500EB DBS-ELCW,1,3,1fa
Dr BR Ambedkar Bus Terminal (Domlur) ⇔ Hosakote Bus Stand (Old),334-E,1,3,1du
Dr BR Ambedkar Bus Terminal (Domlur) ⇔ Kadugodi Bus Station,334-E DBS-KDG,1,3,15d
Dr BR Ambedkar Bus Terminal (Domlur) ⇔ Kadugodi Bus Station,SBS-13K DML-KDG,1,3,2m2
Dubasipalya ⇔ Hebbala Bridge,501-C DBP-HBL,1,3,1nc
Dwaraka Nagara ⇔ Krishnaraja Pura Govt Hospital,507-C,1,3,8y
Dyavarahalli ⇔ Kempegowda Bus Station,285-JE DYVH-KBS,1,3,mt
Ejipura ⇔ St Johns Hospital,EJP-STJN,1,3,2tl
Electronic City KIA ⇔ Kempegowda International Airport,KIA-8,1,3,16s
Electronic City Wipro Main Gate ⇔ Central Silk Board,G-3 ELCW-CSB,1,3,1qm
Electronic City Wipro Main Gate ⇔ Chandra Layout,600-KB CLO-ELCW,1,3,1uc
Electronic City Wipro Main Gate ⇔ Kempegowda International Airport,KIA-8E,1,3,10k
Electronic City Wipro Main Gate ⇔ Yeshawanthapura Bus Station,NICE-7A ELCW-YBS,1,3,tz
Electronic City ⇔ Chikka Nagamangala,ELC-CNM,1,3,hj
Electronic City ⇔ Depot-12 Gate,378-D ELC-D12G,1,3,16g
Electronic City ⇔ Depot-43 Gate,NICE-10 ELC-D43G,1,3,1m6
Electronic City ⇔ Dodda Thoguru,ELC-BHEL-DTR,1,3,296
Electronic City ⇔ Dodda Thoguru,ELC-KPA-DTR,1,3,26e
Electronic City ⇔ Hosakote Bus Stand (Old),399,1,3,31s
Electronic City ⇔ Hosapalya Kudlu Gate,347-L ELC-HSP,1,3,1i0
Electronic City ⇔ Kasavanahalli,ELC-PESK,1,3,10x
Electronic City ⇔ PES College Hostel Kasavanahalli,ELC-PESCE,1,3,4v
Electronic City ⇔ Parappana Agrahara,ELC-PAH,1,3,rp
Electronic City ⇔ Sanabil Education Trust,378 ELC-SET,1,3,2ck
Electronic City ⇔ Subhashnagara Hosa Road,ELC-SBN,1,3,2o0
FAZ FARMS ⇔ Shivajinagara Bus Station,301-D FAZ-SBS,1,3,2nx
GKVK ⇔ Central Silk Board,500-D GKVK-CSB,1,3,2ef
GKW Layout ⇔ Kuvempunagara Bus station (BTM Layout),60-J,1,3,304
GPO ⇔ Depot-45 Gate,288-A GPO-TDL-D45,1,3,ki
GPO ⇔ Kodigehalli,288-A GPO-KDH,1,3,1ff
Ganagaluru ⇔ KR Market,304-Q,1,3,1y2
Ganapathi Enclave ⇔ Neelasandra Rose Garden,144-G GPTE-NRG,1,3,1yn
Ganapathi Layout (JK Store) ⇔ Kempegowda Bus Station,263-B GNP-KBS,1,3,ls
Geleyara Balaga Layout ⇔ Kempegowda Bus Station,250-S GBL-VSD-KBS,1,3,2q0
Genius Global School Kodathi ⇔ Sarjapura,342-F GGS-SJP,1,3,24l
Ghati Subramanya ⇔ Jakkur,285-MJ GST-JKR,1,3,8l
Gidadapalya ⇔ Tavarekere,242-FA GDP-TVK,1,3,25p
Gonipura ⇔ Hebbala Bridge,502-A GNP-HBL,1,3,ex
Gonipura ⇔ St Clare School,228-A GNP-SCS,1,3,ux
Goraguntepalya ⇔ Central Silk Board,500-DP,1,3,2bp
Goraguntepalya ⇔ Hosakote Bus Stand (Old),508,1,3,2j
Goraguntepalya ⇔ KR Pura Metro Station,500-QA,1,3,1q4
Goraguntepalya ⇔ KR Pura Railway Station,502-CT,1,3,21y
Goraguntepalya ⇔ Krishnaraja Pura Govt Hospital,502-C,1,3,1mj
Goraguntepalya ⇔ Ramaswamypalya,GGP-RMSP,1,3,og
Govindapura ⇔ Jagajeevanram Nagara,291-R,1,3,yo
Govindapura ⇔ Kempegowda Bus Station,255-H GVP-KBS,1,3,1ur
Govt First Grade College Bidadi ⇔ Yeshawanthapura Bus Station,401-Z GFGC-YBS,1,3,2t
Govt Soap Factory ⇔ Nandini Layout Bus Stand,MF-48,1,3,2yh
Guni Agrahara ⇔ Kempegowda Bus Station,266-F GNA-KBS,1,3,9
Gunjurpalya ⇔ Kempegowda Bus Station,340 KBS-GJRP,1,3,2bx
HAL Gnanajyothi School ⇔ Central Silk Board,500-D JGS-CSB,1,3,1p0
HAL LCA ⇔ Banashankari Bus Station,410K HAL LCA-BSK,1,3,28c
HAL Main Gate ⇔ BEML Layout 5th stage,335-A HAL-BEML5,1,3,1ze
HAL Main Gate ⇔ Chikka Thirupathi,335-H,1,3,1yl
HAL Main Gate ⇔ Depot-06 Gate,HAL-D6G,1,3,12b
HAL Main Gate ⇔ Devanagondi,306-RA,1,3,210
HAL Main Gate ⇔ Dodda Basti,223-A HAL-DBT,1,3,58
HAL Main Gate ⇔ Kempegowda International Airport,KIA-4,1,3,2i1
HAL Main Gate ⇔ Krishnaraja Pura Govt Hospital,400-A,1,3,2fu
HAL Main Gate ⇔ Muthsandra,329-M,1,3,f3
HSR Layout KEB ⇔ Depot-42 Gate  Arrival,342 D42G-HSRKEB,1,3,1ja
HSR Layout KEB ⇔ Vidhana Soudha,342-F VSD-HSRKEB,1,3,d
Hampinagara RPC Layout ⇔ Chandra Layout,CLO-RPCLO,1,3,145
Hampinagara RPC Layout ⇔ Chandra Layout,HPN-CLO,1,3,yy
Hampinagara RPC Layout ⇔ Kaval Byrasandra,176,1,3,2w2
Hampinagara RPC Layout ⇔ Malleshwara Bus Stand,75-B,1,3,1rv
Hampinagara RPC Layout ⇔ RM Guttahalli,176 HPN-RGH,1,3,1ip
Hampinagara RPC Layout ⇔ Yelahanka Old Town,401-B,1,3,1n0
Hampinagara RPC Layout ⇔ Yelahanka Old Town,401-B HPN-MSP-YHKOT,1,3,1z7
Haniyuru ⇔ Kempegowda Bus Station,285-RA HNYR-KBS,1,3,1bp
Haraluru ⇔ KR Market (Kalasipalya),341-A,1,3,2oa
Harohalli Palya ⇔ Kempegowda Bus Station,285-YA HHP-KBS,1,3,2tm
Harohalli ⇔ Depot-04 Jayanagara,213V-HRH-D4,1,3,ec
Harohalli ⇔ KR Market (Kalasipalya),342-A KMT HRH,1,3,kj
Harohalli ⇔ Muttarayanapura,213-Q HRH-MTRPR,1,3,2m1
Harokyatanahalli ⇔ Kempegowda Bus Station,257-A HKH-KBS,1,3,rg
Head Start School Gate ⇔ Chandapura,399 HSS-CPR,1,3,30x
Head Start School Kommasandra ⇔ Channasandra,HSS-GJR-CNS,1,3,1hm
Head Start School Kommasandra ⇔ Kadugodi Bus Station,328-H HSS-KDG,1,3,u1
Hebbala Bridge ⇔ Bhoganahalli,500-TA,1,3,1es
Hebbala Bridge ⇔ Chikka Thirupathi,500-HC,1,3,ql
Hebbala Bridge ⇔ Chokkanahalli,289-E HBLB-CKH,1,3,20v
Hebbala Bridge ⇔ Depot-12 Gate,501-C HBLB-D12G,1,3,1wa
Hebbala Bridge ⇔ Depot-45 Gate,HBL-D45G,1,3,1q8
Hebbala Bridge ⇔ Depot-52 Arrival,282 HBLB-VNC-D52G,1,3,2sb
Hebbala Bridge ⇔ Depot-52 Arrival,289 HBLB-D52G,1,3,et
Hebbala Bridge ⇔ Devanagondi,506-A,1,3,1wm
Hebbala Bridge ⇔ Devanahalli Old Bus Stand,298-M HBLB-DVH,1,3,1yz
Hebbala Bridge ⇔ Electronic City Wipro Main Gate,V-500E,1,3,5x
Hebbala Bridge ⇔ Ghati Subramanya,285-MJ HBLB-GST,1,3,170
Hebbala Bridge ⇔ ISRO Layout,412-H HBLB-ISRO,1,3,3m
Hebbala Bridge ⇔ Kalyana Mantapa Koramangala,500-D HBLB-KRM KM,1,3,1qu
Hebbala Bridge ⇔ Kempegowda Bus Station,V-HBLB-KBS,1,3,rd
Hebbala Bridge ⇔ Kempegowda International Airport,281-AP,1,3,2n6
Hebbala Bridge ⇔ Kempegowda International Airport,KIA-9H,1,3,zm
Hebbala Bridge ⇔ Kengeri Bus Station,501-C,1,3,1bh
Hebbala Bridge ⇔ Kodagalahatti,282-G HBLB-KDLH,1,3,24m
Hebbala Bridge ⇔ Kottigepalya,502-E,1,3,hy
Hebbala Bridge ⇔ Kuduregere Colony,283-B HBLB-KDGC,1,3,2do
Hebbala Bridge ⇔ Maranayakanahalli,282-F HBLB-MNH,1,3,gs
Hebbala Bridge ⇔ Nelamangala Bus Station,406 HBLB-NMG,1,3,gx
Hebbala Bridge ⇔ Patalamma Temple,285 HBLB-PTML,1,3,1tv
Hebbala Bridge ⇔ Shivajinagara Bus Station,V-HBL-MKC-SBS,1,3,um
Hebbala Bridge ⇔ Tubagere,285-MN,1,3,cs
Hebbala Bridge ⇔ Vijayapura Bus Stand Jangamakote,298-MP HBLB-VJP,1,3,26z
Hebbala ⇔ Chandra Layout,K-2 HBL-CLO,1,3,by
Hebbala ⇔ Chikkallasandra,279-F,1,3,1aw
Hebbala ⇔ KR Market,279-A HBL-VSD-KMT,1,3,22x
Hebbala ⇔ Mysore Road Bus Station,401-NY,1,3,3u
Hennuru Junction ⇔ Hennur Junction,CHAKRA-10A,1,3,fo
Heritage Estate Rajanukunte ⇔ Hebbala Bridge,285 HRTA-HBLB,1,3,wa
Hesaraghatta ⇔ Depot-31 Gate,248-BA HGT-D31G,1,3,12z
Hesaraghatta ⇔ Kempegowda Bus Station,253-J HGV-VSD-KBS,1,3,23b
Hesaraghatta ⇔ Kempegowda Bus Station,285RC,1,3,vs
Hesaraghatta ⇔ Shivajinagara Bus Station,266 HGV-MTK-SBS,1,3,2qe
Hoovinayakanahalli ⇔ Kempegowda Bus Station,289-C HNH-KBS,1,3,1qq
Hosa Road ⇔ Varthur Kodi,505,1,3,23x
Hosahalli Kodagalahatti ⇔ Kempegowda Bus Station,282-A HSHK-KBS,1,3,eb
Hosakote Bus Stand (Old) ⇔ Anekal,399-F,1,3,2u4
Hosakote Bus Stand (Old) ⇔ Attibele Bus Stand,V-328H,1,3,1km
Hosakote Bus Stand (Old) ⇔ BEL Factory,500-HG HSK-BELF,1,3,2ew
Hosakote Bus Stand (Old) ⇔ BEML Gate,317 HSK-BEML,1,3,dx
Hosakote Bus Stand (Old) ⇔ Bylanarasapura,380-P,1,3,262
Hosakote Bus Stand (Old) ⇔ CV Raman Nagara Railway Gate,KBS-12HK HSK-CVRNRG,1,3,2rw
Hosakote Bus Stand (Old) ⇔ Chandapura,399-A,1,3,174
Hosakote Bus Stand (Old) ⇔ Chikka Thirupathi,328-H HSK-SJP-CTP,1,3,1ql
Hosakote Bus Stand (Old) ⇔ Chikka Thirupathi,390,1,3,1h6
Hosakote Bus Stand (Old) ⇔ Depot-41 Gate,328-H HSK-D41G,1,3,2gs
Hosakote Bus Stand (Old) ⇔ Goraguntepalya,500-HG,1,3,1z0
Hosakote Bus Stand (Old) ⇔ Hebbala Bridge,500-HK,1,3,z4
Hosakote Bus Stand (Old) ⇔ Hebbala Bridge,V-500HK,1,3,18c
Hosakote Bus Stand (Old) ⇔ Kateramma Temple Kambalipura,381-E HSK-HSKH-KRMT,1,3,22
Hosakote Bus Stand (Old) ⇔ Kattigenahalli,317-YK HSK-KGH,1,3,2ua
Hosakote Bus Stand (Old) ⇔ Marathahalli Bridge,334-EH,1,3,sv
Hosakote Bus Stand (Old) ⇔ Vijayapura Bus Stand Jangamakote,298-PA,1,3,1hu
Hosakote Bus Stand (Old) ⇔ Vijayapura Bus Stand Jangamakote,298-PB,1,3,1eg
Hosakote Bus Stand (Old) ⇔ Vijayapura Bus Stand Jangamakote,381-C,1,3,1bb
Hosakote Bus Stand (Old) ⇔ White Field Bus Station (Vydehi Hospital),V-328H HSK-WTTMC,1,3,115
Hosakote High School ⇔ Kateramma Temple Kambalipura,381-F,1,3,19l
Hosapalya Kudlu Gate ⇔ KR Market (Kalasipalya),348-C KMT-HSPK,1,3,1aj
Hosapalya Kudlu Gate ⇔ Kempegowda Bus Station,347-L,1,3,1s4
Hosapalya Kudlu Gate ⇔ Kempegowda Bus Station,348,1,3,2kd
Hulimangala ⇔ Electronic City,HLM-DTR-ELC,1,3,2f1
