route_long_name,route_short_name,agency_id,route_type,route_id
Nandini Layout Bus Stand ⇔ Indian Express,80-A NLO-KDC-VSD-IXP,1,3,xu
Nandini Layout Bus Stand ⇔ JP Nagara 3rd Phase,80-A NLO-JP3,1,3,7o
Nandini Layout Bus Stand ⇔ Mayohall G-2,79-E NLO-VSD-SBS-MYH,1,3,1fy
Narasipura ⇔ Kengeri Bus Station,255-N,1,3,206
Nayandahalli Junction ⇔ Hebbala Bridge,501-NH,1,3,2d2
Neelasandra Rose Garden ⇔ Kaval Byrasandra,144-K,1,3,zt
Neelasandra Rose Garden ⇔ Sultan palya,144-G,1,3,th
Nelamangala Bus Station ⇔ BEL Factory,258-CB NMG-YTTMC-BEL,1,3,15t
Nelamangala Bus Station ⇔ BEL Layout Dasanapura,255-B NLM-BELT,1,3,1fq
Nelamangala Bus Station ⇔ BEL Layout Dasanapura,258-CB NMG-BEL LT,1,3,2l3
Nelamangala Bus Station ⇔ Central Silk Board,500-DG,1,3,7w
Nelamangala Bus Station ⇔ Dabaspete,258-MD,1,3,17w
Nelamangala Bus Station ⇔ Electronic City Wipro Main Gate,NICE-8,1,3,22h
Nelamangala Bus Station ⇔ Ganapathi Layout(JK Store),258-C NMG-GPLY,1,3,ss
Nelamangala Bus Station ⇔ Jakkur Layout,500-J,1,3,250
Nelamangala Bus Station ⇔ Kengeri Bus Station,516,1,3,jc
Nelamangala Bus Station ⇔ Nelamangala Bus Station,248-HA NMG-NMG,1,3,2h
Nelamangala Bus Station ⇔ Nelamangala Bus Station,CHAKRA-1,1,3,2gu
Nelamangala Bus Station ⇔ Nelamangala Bus Station,CHAKRA-1A,1,3,2hi
Nelamangala Bus Station ⇔ Puttenahalli,407 NMG-NES-PTH,1,3,4s
Nelamangala Bus Station ⇔ Summanahalli,374-S,1,3,u5
Nelamangala Bus Station ⇔ Tavarekere,374-N,1,3,7g
Nelamangala Bus Station ⇔ Yelahanka Old Town,401-A NMG-YHKOT,1,3,200
Nelamangala Bus Station ⇔ Yelahanka Old Town,409,1,3,2mx
Nethravathi Block-05 ⇔ KR Market,143-E NTVB5-KMT,1,3,dr
Nyaya Degula ⇔ Kempegowda Bus Station,NDC-SNBS-KBS,1,3,2fl
Oasis School ⇔ BEL Circle,OASIS-BEL,1,3,2vh
Oasis School ⇔ Kempegowda Bus Station,293-H OASIS-KBS,1,3,2f7
Oasis School ⇔ Shivajinagara Bus Station,293-SD OASIS-SBS,1,3,1o5
Oasis School ⇔ Yelahanka Old Town,280-F OASIS-YHKOT,1,3,1u4
Oxford Medical College Yadavanahalli ⇔ Anekal,399-F OMS-ANK,1,3,2zi
PAPAS Trading PVT LTD ⇔ Electronic City,378 PTPL-GTG-ELC,1,3,10j
Patalamma Temple ⇔ Byrapura,285-F PTML-BRPR,1,3,ra
Patalamma Temple ⇔ Cauvery Bhavana,285-MA PTML-CVB,1,3,2zc
Patalamma Temple ⇔ Devanahalli Old Bus Stand,285-M PTML-DVH,1,3,1no
Patalamma Temple ⇔ Dibbur,285-X PTML-DBR,1,3,31p
Patalamma Temple ⇔ Doddaballapura Bus Stand,285-M PTLM-DBP,1,3,1na
Patalamma Temple ⇔ Doddaballapura Bus Stand,285-MC PTML-DBP,1,3,fm
Patalamma Temple ⇔ Doddaballapura Govt Hospital,285-M PTLM-DBPH,1,3,1c2
Patalamma Temple ⇔ Dyavarahalli,285-JE PTML-DYVH,1,3,1l0
Patalamma Temple ⇔ Haniyuru,285 PTML-HNYR,1,3,1ia
Patalamma Temple ⇔ Haniyuru,285-F PTML-BRP-HNYR,1,3,y5
Patalamma Temple ⇔ Harohalli Palya,285-YA PTML-HHPL,1,3,2ph
Patalamma Temple ⇔ Hesaraghatta,253-L PTML-HGV,1,3,1nl
Patalamma Temple ⇔ Jakkur,285-MJ  D46G-JKR,1,3,1vg
Patalamma Temple ⇔ Jalige,285-J PTML-JLG,1,3,2b7
Patalamma Temple ⇔ Kakkehalli,285-CB PTML-KKH,1,3,2d5
Patalamma Temple ⇔ Kempegowda Bus Station,285-K PTMT-CVB-KBS,1,3,w1
Patalamma Temple ⇔ Koluvarayanahalli,285 PTML-DBRC-KLRH,1,3,n6
Patalamma Temple ⇔ Kuduregere Colony,283-D PTML-KDGC,1,3,1ms
Patalamma Temple ⇔ Mallasandra Health Center,401-BJ PTML-MHC,1,3,g3
Patalamma Temple ⇔ Narasaiahna Agrahara,285-MP PTML-NAGH,1,3,2ju
Patalamma Temple ⇔ Shivajinagara Bus Station,285 SBS-MKC-PTLM,1,3,2bv
Patalamma Temple ⇔ Sonnenahalli,PTML-SNH,1,3,1hc
Patalamma Temple ⇔ Yelahanka Old Town,285 PTML-YHKOT,1,3,2go
Peenya 2nd Stage ⇔ 8th Mile Dasarahalli,PSS-NLGDH-8THM,1,3,2ip
Peenya 2nd Stage ⇔ Abbigere,270-D PSS-ABG,1,3,1fk
Peenya 2nd Stage ⇔ Abbigere,273-B PSS-ABG,1,3,qh
Peenya 2nd Stage ⇔ Abbigere,401-AK PSS-ABG,1,3,iq
Peenya 2nd Stage ⇔ Chikka Banavara,248-AB,1,3,13e
Peenya 2nd Stage ⇔ Chikka Banavara,MF-32 PSS-CKB,1,3,2lt
Peenya 2nd Stage ⇔ Depot-31 Gate,MF-401M PSS-D31G,1,3,1kx
Peenya 2nd Stage ⇔ Geleyara Balaga Layout,250-S PSS-GLB,1,3,1nk
Peenya 2nd Stage ⇔ HAL LCA,252 PSS-KBS-HALLCA,1,3,19y
Peenya 2nd Stage ⇔ Herohalli Cross,BC-7B PSS-ANDRH-HRHC,1,3,2k
Peenya 2nd Stage ⇔ Hesaraghatta,253-J PSS-HGV,1,3,1nr
Peenya 2nd Stage ⇔ ISRO Murugeshpalya,252-A PSS-ISROM,1,3,ll
Peenya 2nd Stage ⇔ Jalahalli Cross,MF-26 PSS-JHMS,1,3,1mx
Peenya 2nd Stage ⇔ KR Market,252 PSS-KMT,1,3,2x4
Peenya 2nd Stage ⇔ KR Market (Kalasipalya),251E PSS-KMT,1,3,2nt
Peenya 2nd Stage ⇔ Kadugodi Bus Station,507-B,1,3,1i6
Peenya 2nd Stage ⇔ Kempapura,254-E PSS-KMP,1,3,2va
Peenya 2nd Stage ⇔ Kongovi PVT LTD Peenya,252 PSS-KGVP,1,3,1bk
Peenya 2nd Stage ⇔ Kongovi PVT LTD Peenya,PSS-KGVP,1,3,19s
Peenya 2nd Stage ⇔ Laggere New Bus Stand,251-C PSS-RPS-LGR,1,3,g9
Peenya 2nd Stage ⇔ Laggere New Bus Stand,PSS-LGR,1,3,2r3
Peenya 2nd Stage ⇔ Madanayakanahalli,MF-29 PSS-MNH,1,3,13h
Peenya 2nd Stage ⇔ Makali,MF-27 PSS-MKL,1,3,b8
Peenya 2nd Stage ⇔ Nelamangala Bus Station,256-F,1,3,2yj
Peenya 2nd Stage ⇔ Sasuveghatta,250-SB PSS-SVG,1,3,242
Peenya 2nd Stage ⇔ Somashettyhalli,250-F PSS-SSHL,1,3,l
Peenya 2nd Stage ⇔ Therelek Engineers PVT LTD Peenya,265-A PSS-TEPL,1,3,gb
Peenya 2nd Stage ⇔ Thore Nagasandra,253-D PSS-TRN,1,3,2gb
Peenya 2nd stage ⇔ 8th Mile Dasarahalli,BC-7B PSS-NLGH-8thM,1,3,o
Peenya 2nd stage ⇔ Annapoorneshwarinagara,MBS-12 PSS-ANP,1,3,2zy
Peenya 2nd stage ⇔ Gangondanahalli,PSS-TGPL-GGH,1,3,10t
Peenya 2nd stage ⇔ Syndicate Bank Layout,PSS-SYBL,1,3,2jn
Peenya 2nd stage ⇔ Vigneshwara Nagara,265-D PSS-VGN,1,3,1fb
Peenya Metro Station ⇔ Vidyaranyapura Bus Station,MF-28 PMS-VRP,1,3,25o
Peenya Satellite Bus Station ⇔ Banashankari Bus Station,MF-410K BSK-PSBS,1,3,26u
Peenya Satellite Bus Station ⇔ Krishnaraja Pura Govt Hospital,502-C PSB-GGP-KRP,1,3,ve
Peenya Satellite Bus Station ⇔ Makali,MF-27 PSBS-MKL,1,3,1wf
Peenya Satellite Bus Station ⇔ TC Palya,500-QG PSB-TCP,1,3,1nf
Peenya Satellite Bus Station ⇔ Yelahanka Old Town,401-PS,1,3,110
Poornaprajna Layout ⇔ Brundavana Nagara,49 PPLO-BNR,1,3,2qr
Poornaprajna Layout ⇔ Channammanakere Achukattu,45-E PPLO-CKA,1,3,12d
Poornaprajna Layout ⇔ Chikkallasandra,210-P PPLO-CKLS,1,3,sh
Poornaprajna Layout ⇔ Gaviyappa Thimayya Layout,45-D PPLO-GTLO,1,3,1qk
Poornaprajna Layout ⇔ H Krishnappa Layout,43-J PPLO-HKLO,1,3,1o0
Poornaprajna Layout ⇔ Hebbala Bridge,500-A PPLO-HBLB,1,3,lp
Poornaprajna Layout ⇔ Hoskerehalli,43-B PPLO-HSKH,1,3,1eq
Poornaprajna Layout ⇔ Hoskerehalli,PPLO-HKH,1,3,2vz
Poornaprajna Layout ⇔ Kamakya Talkies,210-NA PPLO-KMK,1,3,b6
Poornaprajna Layout ⇔ Kempegowda Bus Station,210-NP PPLO-KML-KBS,1,3,2te
Poornaprajna Layout ⇔ Kempegowda Institute Nursing Hostel,PPLO-KINHT,1,3,108
Poornaprajna Layout ⇔ Shivajinagara Bus Station,13 PPLO-SBS,1,3,1q6
Poornaprajna Layout ⇔ Shri Vidhyanagara,D33G-BSK3,1,3,1hk
Poornaprajna Layout ⇔ Veerabhadranagara,43-D PPLO-VBN,1,3,1d9
Poornaprajnalayout NEW Bus Stand ⇔ KR Market,210-NP PPLO-KMT,1,3,1ds
Pura ⇔ Kempegowda Bus Station,306-M PURA-KBS,1,3,236
Puttenahalli ⇔ 5th Phase Yelahanka New Town,PTH-YSTF,1,3,ol
Puttenahalli ⇔ 5th Phase Yelahanka New Town,PTH-YSTF5,1,3,1i
Puttenahalli ⇔ Bande Kodigehallipalya Cross,289-A PTH-BKHP,1,3,1hw
Puttenahalli ⇔ Byalahalli,289-AB PTH-BYH,1,3,1h7
Puttenahalli ⇔ Devanahalli Old Bus Stand,298-M PTH-DVH,1,3,1wb
Puttenahalli ⇔ Dodda Cheemanahalli,297-G PTH-DCH,1,3,1yk
Puttenahalli ⇔ Dr.Shivaramakaranth Nagara,285 PTH-DSKN,1,3,5c
Puttenahalli ⇔ Girinagara 2nd Stage,284-H PTH-GNR2,1,3,1pb
Puttenahalli ⇔ HAL Main Gate,285-MC PTH-SBS-HAL,1,3,en
Puttenahalli ⇔ Hesaraghatta,405 PTH-HSG,1,3,dq
Puttenahalli ⇔ Hosahalli Kodagalahatti,282-A PTH-HSHK,1,3,1tk
Puttenahalli ⇔ Hosakote Bus Stand (Old),280-F PTH-HSK,1,3,oc
Puttenahalli ⇔ Hosakote Bus Stand (Old),289-F PTH-HSK,1,3,7a
Puttenahalli ⇔ Hunasuru,401-J PTH-HNS,1,3,dk
Puttenahalli ⇔ Jakkur Layout,285 PTH-JKLO,1,3,16r
Puttenahalli ⇔ Jayasuryanagara Kogilu,PTH-JSNL,1,3,dh
Puttenahalli ⇔ Judicial Layout Water Tank,PTH-JLOW,1,3,1f0
Puttenahalli ⇔ KR Market,290-E PTH-KMT,1,3,4d
Puttenahalli ⇔ KR Market,G-10 PTH-KMT,1,3,14w
Puttenahalli ⇔ Kadayarappanahalli,289-B PTH-KYH,1,3,1d4
Puttenahalli ⇔ Kempegowda Bus Station,276 PTH-VRP-KBS,1,3,1z3
Puttenahalli ⇔ Kempegowda International Airport,281-AP PTH-KIAS,1,3,15q
Puttenahalli ⇔ Kendriya Vihara Yalahanka,PTH-KVRY,1,3,ye
Puttenahalli ⇔ Krishnaraja Pura Govt Hospital,500-QG PTH-HBL-KRPGH,1,3,1za
Puttenahalli ⇔ MG Road Metro Station,G-9 PTH-MGRMS,1,3,76
Puttenahalli ⇔ Malya Adhithi School,PTH-MADT,1,3,2yl
Puttenahalli ⇔ Malya Adhithi School,PTH-MAS,1,3,jd
Puttenahalli ⇔ Mylanahalli,291-L PTN-MYLH,1,3,28w
Puttenahalli ⇔ Peenya 2nd Stage,401-AM PTH-PSS,1,3,jh
Puttenahalli ⇔ Shubha Ultima Club House,PTH-SUAP,1,3,2zs
Puttenahalli ⇔ Sri Ramapura,286-D PTH-SRP,1,3,2vx
Puttenahalli ⇔ Sri Venkateshwara Nagara,286-E PTH-SVKTN,1,3,2rk
Puttenahalli ⇔ Suggatta,283 PTH-SGT,1,3,1ak
Puttenahalli ⇔ Thindlu,PTH-VRP-TDL,1,3,103
Puttenahalli ⇔ Vasantavihar Colony Billamaranahalli,282-D PTH-VVC,1,3,15x
Puttenahalli ⇔ Vishwanathapura,297-K PTH-VNP,1,3,2qp
Puttenahalli ⇔ Yarappanahalli,280-L YPH-PTH,1,3,2x2
Puttenahalli ⇔ Yelahanka Old Town,PTH-YHKOT,1,3,k9
RK Hegde Nagara ⇔ Kalyananagara Bus Stand,290-E KLN-RKH,1,3,20
RK Hegde Nagara ⇔ Kempegowda Bus Station,291-H,1,3,v7
RR Medical College ⇔ Dodda Basti,223-D RRMC-DBT,1,3,2tg
RR Medical College ⇔ Kadugodi Bus Station,335-N RRC-KBS-KDG,1,3,153
RT Nagara Police Station ⇔ Hebbala Bridge,287-A RTNPS-HBLB,1,3,1qj
RT Nagara Police Station ⇔ Oasis School,284 RTNP-YHK-OASIS,1,3,or
RT Nagara Police Station ⇔ Whispering Meadows Patelappa Layout,RTNP-WSPM,1,3,2wk
RWB Gate Kengeri (Kengeri Work shop) ⇔ Kempegowda Bus Station,222-A KWS-KBS,1,3,2wo
Rajanukunte ⇔ Bagalur,RJK-BLR,1,3,13b
Rajarajeshwari nagara Metro Station ⇔ Chikkegowdanapalya,MF-14,1,3,29t
Rajarajeshwari nagara Metro Station ⇔ Rajarajeshwari nagara Metro Station,MF-38,1,3,9j
Ramagondanahalli ⇔ KR Market,285-B,1,3,205
Ramagondanahalli ⇔ Kempegowda Bus Station,285-B RMGH-KBS,1,3,tr
Ramasandra ⇔ Jnanabharathi Metro Station,MF-39 RMS-JBMS,1,3,1gn
Rameshnagara ⇔ Kempegowda Bus Station,314-T RMN-VSD-KBS,1,3,27a
Ramohalli ⇔ Shivajinagara Bus Station,227 RMH-SBS,1,3,zq
Ravi Badavane Jai Maruthi Nagara ⇔ Shivajinagara Bus Station,80-D SBS-RBJM,1,3,291
Razakpalya ⇔ Depot-52 Arrival,RZP-D52G,1,3,2h4
Renaissance prosperio apartment ⇔ Shivajinagara Bus Station,RPA-SBS,1,3,bl
Reserve Bank Of India Nrupatunga Road ⇔ Kempegowda Bus Station,RBI-KBS,1,3,h2
Sacred Heart Girls' High School ⇔ Ambedkar Medical College Shampura,SHGS-DAMC,1,3,6
Sadahalli Gate ⇔ Shanthinagara Bus Station,298 SDHG-RMG-KRC-SNBS,1,3,26
Sadashivanagara ING Vysya  Bank ⇔ Kempegowda Bus Station,104 SDNIBK-KBS,1,3,27o
Sanjay Gandhi Hospital ⇔ Anjanapura 10th Block,215 SGH-ANJ10,1,3,2uc
Sanjay Gandhi Hospital ⇔ Banashankari Bus Station,13 SGH-BSK,1,3,ro
Sanjay Gandhi Hospital ⇔ Harohalli,213-V SGH-HRH,1,3,2ik
Sanjay Gandhi Hospital ⇔ Hebbala Bridge,500-A SGH-HBL,1,3,1m8
Sanjay Gandhi Hospital ⇔ ISRO Layout,13-C SGH-ISROL,1,3,17v
Sanjay Gandhi Hospital ⇔ Jambu Savari Dinne,215-CA SGH-JSD,1,3,g
Sanjay Gandhi Hospital ⇔ Jeevanbheema Nagara,201-G SGH-JBN,1,3,25s
Sanjay Gandhi Hospital ⇔ Kengeri Bus Station,375-H SGH-KGR,1,3,20i
Sanjay Gandhi Hospital ⇔ Kumaraswamy Layout 2nd Stage,15G SGH-KLO2,1,3,2oh
Sanjay Gandhi Hospital ⇔ Kuvempunagara Bus station (BTM Layout),25-A SGH-BTM,1,3,2hs
Sanjay Gandhi Hospital ⇔ Padmanabha Nagara Rock,13-B SGH-PNNR,1,3,163
Sanjay Gandhi Hospital ⇔ Sir M Vishweshwaraiah Railway Station,MF-5 SGH-SMVRS,1,3,sd
Sanjay Gandhi Hospital ⇔ Srinagara Bus Station,201 SGH-BSK-SNR,1,3,1ir
Sanjay Gandhi Hospital ⇔ Srinagara Bus Station,201 SGH-SRN,1,3,2h2
Sanjay Gandhi Hospital ⇔ Srinagara Bus Station,SGH-SNR,1,3,30n
Sanjay Gandhi Hospital ⇔ Yeshawanthapura Bus Station,410-FA SGH-YTTMC,1,3,ig
Sarjapura ⇔ Depot-38 Gate,342-A D38G-SJP,1,3,px
Sarjapura ⇔ Hebbala Bridge,500-CH SJP-HBL,1,3,2i6
Sarjapura ⇔ Hebbala Bridge,V-500HS,1,3,1z
Sarjapura ⇔ Hosakote Bus Stand (Old),12F-5,1,3,134
Sarjapura ⇔ Kempegowda International Airport,KIA-8D,1,3,1vp
Sarjapura ⇔ Kodihalli,323DN-SJP-JYM-KHG,1,3,2tw
Sarjapura ⇔ Koramangala Bus Station,342-A KRMTTMC-SJP,1,3,2vi
Sarjapura ⇔ Krishnaraja Pura Govt Hospital,500CH SJR-KRP,1,3,1aa
Sarjapura ⇔ Shivajinagara Bus Station,G-2 SBS-SJP,1,3,2f2
Sarjapura ⇔ Tin Factory,500-CH,1,3,2kj
Seetharampalya Metro Station ⇔ Kadugodi Bus Station,500-Y SRPMS-KDG,1,3,of
Senior Officers Quaters ⇔ Kadugodi Bus Station,KBS-13K SOQ-KDG,1,3,49
Shahi Exports PVT Ltd Unit-7 ⇔ Attibele Bus Stand,500-DH SEPB-CSB-ATB,1,3,155
Shahi Exports PVT Ltd Unit-7 ⇔ Kadugodi Bus Station,500-FB SEPB-KDG,1,3,1yr
Shankarnagh Bus Stand ⇔ Basaveshwaranagara New Bus Stand,96-G SNB-BSN,1,3,1l9
Shanthinagara Bus Station ⇔ BDA Complex Nagarabhavi,235-A SNBS-NBDA,1,3,2x
Shanthinagara Bus Station ⇔ Bagalur,G-11 SNBS-BGL,1,3,1gy
Shanthinagara Bus Station ⇔ Bagalur,G-11 SNBS-BLR,1,3,22i
Shanthinagara Bus Station ⇔ Bannerughatta Circle,345-F SNBS-BGTC,1,3,lw
Shanthinagara Bus Station ⇔ Basavanagara Kengeri,G-6A SNBS-NBC-BSNK,1,3,2x0
Shanthinagara Bus Station ⇔ Binny Mill ETA Garden,SNBS-BMETAG,1,3,g0
Shanthinagara Bus Station ⇔ Brigade Road,13 SNBS-BGRD,1,3,2vs
Shanthinagara Bus Station ⇔ Chikka Banavara,CALL BUS-8,1,3,28m
Shanthinagara Bus Station ⇔ Depot-02 Shanthinagara,D2-SNBS,1,3,1ty
Shanthinagara Bus Station ⇔ Depot-03 Shanthinagara,D3-SNBS,1,3,j1
Shanthinagara Bus Station ⇔ Depot-25 Gate,SNBS-JKS-D25G,1,3,2bb
Shanthinagara Bus Station ⇔ Doddaballapura Bus Stand,285-MA SNBS-DBP,1,3,2v6
Shanthinagara Bus Station ⇔ Hebbala Bridge,286-K SNBS-SBS-HBLB,1,3,2sc
Shanthinagara Bus Station ⇔ Hosakerehalli Petrol Bunk,SNBS-HSKPB,1,3,28k
Shanthinagara Bus Station ⇔ Janapriya Greenwood Apartment,271-T SNBS-JGA,1,3,2sz
Shanthinagara Bus Station ⇔ KR Market,SBNS-KMT,1,3,2im
Shanthinagara Bus Station ⇔ KR Market,SNBS-CORP-KMT,1,3,11z
Shanthinagara Bus Station ⇔ KR Market (Kalasipalya),SNBS-LBGM-KMT,1,3,15e
Shanthinagara Bus Station ⇔ Kadugodi Bus Station,335-E SNBS-KDG,1,3,2zu
Shanthinagara Bus Station ⇔ Kaggalipura,KBS-5H SNBSTTMC-KGP,1,3,2rm
Shanthinagara Bus Station ⇔ Krishnaraja Pura Govt Hospital,315 SNBS-KRPGH,1,3,230
Shanthinagara Bus Station ⇔ Nanjapura,345-C SNBS-NJP,1,3,ml
Shanthinagara Bus Station ⇔ Nelamangala Bus Station,258 SNBS-NMG,1,3,2rb
Shanthinagara Bus Station ⇔ Shanthinagara Bus Station,MF-16A,1,3,1h3
Shanthinagara Bus Station ⇔ Sheganayakanahalli,329-J SNBS-SNH,1,3,1u6
Shanthinagara Bus Station ⇔ Shirke KHB Quarters,G-6,1,3,29e
Shanthinagara Bus Station ⇔ Sophiya School,144-E SNBS-SPHS,1,3,aw
Shanthinagara Bus Station ⇔ Summanahalli,80-G SNBS-KBS-SMH,1,3,2zb
Shanthinagara Bus Station ⇔ Tavarekere,242-B SNBS-TVK (Calla Bus),1,3,qq
Shanthinagara Bus Station ⇔ Thippuru,375-J,1,3,2on
Sheshadripuram Fortis Hospital ⇔ Shivajinagara Bus Station,SFH-KBS,1,3,92
Shettyhalli Anekal Road ⇔ Depot-38 Gate,354-A STH-D38G,1,3,1ih
Shirke KHB Quarters ⇔ Shanthinagara Bus Station,G-6 FLYOVER,1,3,qw
Shirke KHB Quarters ⇔ Vidhana Soudha Karnataka High Court,222-K KHBQ-VSD Flyover,1,3,2ti
Shivajinagara Bus Station ⇔ 1st Stage 3rd Block Nagarabhavi,238-D,1,3,2u1
Shivajinagara Bus Station ⇔ 5th Block HBR Layout,296-D,1,3,2lv
Shivajinagara Bus Station ⇔ 5th Phase Yelahanka New Town,290-EA,1,3,2er
Shivajinagara Bus Station ⇔ 5th Phase Yelahanka New Town,290-EH,1,3,xo
Shivajinagara Bus Station ⇔ AGS Layout Arehalli,13-H,1,3,2ni
Shivajinagara Bus Station ⇔ ARMY PUBLIC SCHOOL (Parachute Regiment),SBS-ARMYPR,1,3,d1
Shivajinagara Bus Station ⇔ ARMY Public School ASC Center,141-K SBS-ARMYASC,1,3,1kt
Shivajinagara Bus Station ⇔ Abbigere,270-D,1,3,63
Shivajinagara Bus Station ⇔ Agrahara Layout,290-T SBS-AGLO,1,3,2c2
Shivajinagara Bus Station ⇔ Ambedkar Institute of Technology,195 SBS-AIT,1,3,1nm
Shivajinagara Bus Station ⇔ Ambedkar Institute of Technology,238-UA SBS-AIT,1,3,2or
Shivajinagara Bus Station ⇔ Anagalipura,294-D SBS-AGP,1,3,2ek
Shivajinagara Bus Station ⇔ Anagalipura,295-B SBS-AGP,1,3,2r6
Shivajinagara Bus Station ⇔ Anjanapura,215-U SBS-ANP,1,3,18g
Shivajinagara Bus Station ⇔ Atturu,404-C,1,3,2pk
Shivajinagara Bus Station ⇔ Atturu Layout,290-G SBS-ATR,1,3,2a1
Shivajinagara Bus Station ⇔ Ayyappa Nagara Muneshwara Temple Sadaramangala,311-E,1,3,2v8
Shivajinagara Bus Station ⇔ BEL Factory,276-A SBS-BELF,1,3,j8
Shivajinagara Bus Station ⇔ BEML Gate,SBS-HAL-BEMLG,1,3,305
Shivajinagara Bus Station ⇔ BEML Layout 5th stage,225-B SBS-BEML5,1,3,10o
Shivajinagara Bus Station ⇔ BMSIT College Campous Yelahanka,284-B SBS-RTNP-BMSITY,1,3,28o
Shivajinagara Bus Station ⇔ Babusabpalya 302,302-GA,1,3,2zx
Shivajinagara Bus Station ⇔ Balagere,330-P,1,3,12v
Shivajinagara Bus Station ⇔ Banashankari Bus Station,13,1,3,248
Shivajinagara Bus Station ⇔ Bande Maramma Bus Station,237-C,1,3,xb
Shivajinagara Bus Station ⇔ Bande Maramma Bus Station,238-UA,1,3,rx
Shivajinagara Bus Station ⇔ Bandi Reddy Circle,79-B,1,3,2ns
Shivajinagara Bus Station ⇔ Bannerughatta National Park,368,1,3,2bg
Shivajinagara Bus Station ⇔ Bannerughatta National Park,G-4 SBS-BNP,1,3,kn
Shivajinagara Bus Station ⇔ Basavanagara,330-C,1,3,16c
Shivajinagara Bus Station ⇔ Basaveshwaranagara New Bus Stand,88-B SBS-KBS-BSN,1,3,1fj
Shivajinagara Bus Station ⇔ Beguru,293-BS,1,3,1ed
Shivajinagara Bus Station ⇔ Beguru,362-C,1,3,2lo
Shivajinagara Bus Station ⇔ Bidadi,226-G,1,3,y9
Shivajinagara Bus Station ⇔ Bidadi,228-K SBS-KMTFLY-BDD,1,3,10z
Shivajinagara Bus Station ⇔ Bidarahalli Dargah,294-EA SBS-BDHD,1,3,b9
Shivajinagara Bus Station ⇔ Bishop Coton Girls High School,13 SBS-BCGHS,1,3,2hz
Shivajinagara Bus Station ⇔ Brundavana Nagara,50,1,3,2ez
Shivajinagara Bus Station ⇔ Budigere,316-S,1,3,ip
Shivajinagara Bus Station ⇔ Byatarayanapura,290-G,1,3,301
Shivajinagara Bus Station ⇔ Byatarayanapura,290-G SBS-RSL-BTP,1,3,1l6
Shivajinagara Bus Station ⇔ Byatarayanapura,290-S,1,3,on
Shivajinagara Bus Station ⇔ Byrasandra New Bus Stand,22-A,1,3,8e
Shivajinagara Bus Station ⇔ Chandra Layout,121-BA SBS-KMT-CLO,1,3,13u
Shivajinagara Bus Station ⇔ Chandra Layout,195,1,3,2mt
Shivajinagara Bus Station ⇔ Channammanakere Achukattu,13-F,1,3,1h5
Shivajinagara Bus Station ⇔ Chikkajala,293-R,1,3,3w
Shivajinagara Bus Station ⇔ Chikkallasandra,210-Q,1,3,26t
Shivajinagara Bus Station ⇔ Chowdary Line,300 SBS-CWL,1,3,212
Shivajinagara Bus Station ⇔ Chowdeshwari Temple B Channasandra,300-D,1,3,lj
Shivajinagara Bus Station ⇔ Chowdeshwari Temple B Channasandra,300-DA,1,3,30j
Shivajinagara Bus Station ⇔ DRDO 2nd Stage,314-A,1,3,pz
Shivajinagara Bus Station ⇔ Dasarahalli Hebbala,287-K,1,3,28e
Shivajinagara Bus Station ⇔ Depot-06 Gate,139 SBS-KFC-D6G,1,3,2wh
Shivajinagara Bus Station ⇔ Depot-06 Gate,SBS-D6G,1,3,2om
Shivajinagara Bus Station ⇔ Depot-14 Gate,SBS-MKC-D14G,1,3,1qe
Shivajinagara Bus Station ⇔ Depot-27 Gate,368 SBS-D27G,1,3,1bt
Shivajinagara Bus Station ⇔ Depot-41 Gate,SBS-1K SBS-D41G,1,3,e0
Shivajinagara Bus Station ⇔ Depot-45 Gate,267-A SBS-D45G,1,3,1s8
Shivajinagara Bus Station ⇔ Depot-45 Gate,272-E SBS-D45,1,3,1ga
Shivajinagara Bus Station ⇔ Depot-45 Gate,276-A SBS-VRP-D45,1,3,n2
Shivajinagara Bus Station ⇔ Depot-45 Gate,276-E SBS-D45G,1,3,1m4
Shivajinagara Bus Station ⇔ Depot-45 Gate,288-H SBS-TDL-D45,1,3,pp
Shivajinagara Bus Station ⇔ Devanagondi,306-Q,1,3,164
Shivajinagara Bus Station ⇔ Devanahalli Old Bus Stand,293-SD,1,3,2tu
Shivajinagara Bus Station ⇔ Devanahalli Old Bus Stand,298 SBS-DVH,1,3,h
Shivajinagara Bus Station ⇔ Devanahalli Old Bus Stand,298-MS,1,3,xg
Shivajinagara Bus Station ⇔ Dodda Basti,223-A,1,3,2rx
Shivajinagara Bus Station ⇔ Dodda Bettahalli,276-AB,1,3,1jc
Shivajinagara Bus Station ⇔ Dodda Gubbi,295-G,1,3,p5
Shivajinagara Bus Station ⇔ Dodda Nekkundi,330-G,1,3,mc
Shivajinagara Bus Station ⇔ Dodda Nekkundi,330-G SBS-MRHB-DDNK,1,3,2ss
Shivajinagara Bus Station ⇔ Doddaballapura Bus Stand,285 SBS-MKC-DDP,1,3,22u
Shivajinagara Bus Station ⇔ Doddaballapura Bus Stand,293-SD SBS-DDBP,1,3,2fm
Shivajinagara Bus Station ⇔ Electronic City Wipro Main Gate,G-3A,1,3,cu
Shivajinagara Bus Station ⇔ Gadigaiahana Doddy,227-VB SBS-GDGD,1,3,7r
Shivajinagara Bus Station ⇔ Ganakal,242-JA,1,3,x0
